stim1,stim2,RT,correct,condition,Association,TaskType
triangle,,435,1,single,you,RG_incongruent
diamond,,422,1,single,neutral,RG_incongruent
triangle,,373,1,single,you,RG_incongruent
triangle,diamond,306,1,pair,youneutral,RG_incongruent
diamond,,330,1,single,neutral,RG_incongruent
diamond,,261,1,single,neutral,RG_incongruent
octagon,,280,0,single,happy,RG_incongruent
octagon,,437,1,single,happy,RG_incongruent
triangle,diamond,426,1,pair,youneutral,RG_incongruent
diamond,triangle,509,1,pair,youneutral,RG_incongruent
rhomboid,octagon,561,1,pair,friendhappy,RG_incongruent
triangle,diamond,511,1,pair,youneutral,RG_incongruent
diamond,,509,1,single,neutral,RG_incongruent
diamond,triangle,433,1,pair,youneutral,RG_incongruent
octagon,rhomboid,502,1,pair,friendhappy,RG_incongruent
rhomboid,,542,1,single,friend,RG_incongruent
triangle,,411,1,single,you,RG_incongruent
rhomboid,,465,1,single,friend,RG_incongruent
octagon,,372,1,single,happy,RG_incongruent
octagon,,504,1,single,happy,RG_incongruent
octagon,,433,1,single,happy,RG_incongruent
diamond,triangle,446,1,pair,youneutral,RG_incongruent
triangle,,370,0,single,you,RG_incongruent
octagon,rhomboid,580,1,pair,friendhappy,RG_incongruent
octagon,,515,1,single,happy,RG_incongruent
triangle,,354,1,single,you,RG_incongruent
rhomboid,octagon,477,1,pair,friendhappy,RG_incongruent
octagon,,373,1,single,happy,RG_incongruent
triangle,diamond,574,1,pair,youneutral,RG_incongruent
rhomboid,,422,1,single,friend,RG_incongruent
rhomboid,octagon,563,1,pair,friendhappy,RG_incongruent
diamond,triangle,487,1,pair,youneutral,RG_incongruent
pentagon,trapeze,727,0,pair,youhappy,RG_congruent
kite,,369,1,single,neutral,RG_congruent
trapeze,,406,1,single,you,RG_congruent
kite,square,454,1,pair,friendneutral,RG_congruent
pentagon,,622,1,single,happy,RG_congruent
trapeze,,737,0,single,you,RG_congruent
trapeze,pentagon,582,1,pair,youhappy,RG_congruent
pentagon,,402,1,single,happy,RG_congruent
kite,square,451,1,pair,friendneutral,RG_congruent
square,kite,474,0,pair,friendneutral,RG_congruent
kite,,560,1,single,neutral,RG_congruent
kite,,413,1,single,neutral,RG_congruent
pentagon,,655,1,single,happy,RG_congruent
square,kite,478,1,pair,friendneutral,RG_congruent
kite,,590,1,single,neutral,RG_congruent
trapeze,,375,1,single,you,RG_congruent
square,,451,1,single,friend,RG_congruent
square,,550,1,single,friend,RG_congruent
pentagon,trapeze,488,0,pair,youhappy,RG_congruent
trapeze,,438,1,single,you,RG_congruent
trapeze,,369,1,single,you,RG_congruent
square,,400,0,single,friend,RG_congruent
kite,,534,1,single,neutral,RG_congruent
square,,275,1,single,friend,RG_congruent
kite,,546,1,single,neutral,RG_congruent
square,kite,374,1,pair,friendneutral,RG_congruent
pentagon,,356,1,single,happy,RG_congruent
pentagon,,366,0,single,happy,RG_congruent
pentagon,trapeze,363,1,pair,youhappy,RG_congruent
square,,486,1,single,friend,RG_congruent
square,,337,1,single,friend,RG_congruent
pentagon,trapeze,651,0,pair,youhappy,RG_congruent
trapeze,,514,1,single,you,RG_congruent
kite,,335,1,single,neutral,RG_congruent
trapeze,pentagon,437,0,pair,youhappy,RG_congruent
square,,397,0,single,friend,RG_congruent
kite,square,511,1,pair,friendneutral,RG_congruent
square,kite,455,1,pair,friendneutral,RG_congruent
square,kite,428,1,pair,friendneutral,RG_congruent
pentagon,,407,0,single,happy,RG_congruent
pentagon,,642,1,single,happy,RG_congruent
trapeze,pentagon,501,1,pair,youhappy,RG_congruent
pentagon,,390,1,single,happy,RG_congruent
kite,,595,1,single,neutral,RG_congruent
trapeze,pentagon,485,1,pair,youhappy,RG_congruent
kite,,445,0,single,neutral,RG_congruent
pentagon,,510,0,single,happy,RG_congruent
kite,,528,1,single,neutral,RG_congruent
trapeze,,331,1,single,you,RG_congruent
pentagon,trapeze,883,1,pair,youhappy,RG_congruent
trapeze,,395,0,single,you,RG_congruent
kite,square,703,1,pair,friendneutral,RG_congruent
square,,685,0,single,friend,RG_congruent
pentagon,,596,0,single,happy,RG_congruent
trapeze,,509,1,single,you,RG_congruent
square,,463,1,single,friend,RG_congruent
trapeze,,370,0,single,you,RG_congruent
trapeze,pentagon,760,1,pair,youhappy,RG_congruent
square,,479,1,single,friend,RG_congruent
kite,square,660,1,pair,friendneutral,RG_congruent
square,,1651,0,single,friend,RG_congruent
trapeze,,1650,0,single,you,RG_congruent
trapeze,,518,1,single,you,RG_congruent
trapeze,,420,1,single,you,RG_congruent
kite,square,407,1,pair,friendneutral,RG_congruent
kite,,421,1,single,neutral,RG_congruent
square,,388,1,single,friend,RG_congruent
pentagon,trapeze,439,0,pair,youhappy,RG_congruent
kite,,419,0,single,neutral,RG_congruent
pentagon,,356,1,single,happy,RG_congruent
square,,405,1,single,friend,RG_congruent
pentagon,trapeze,472,1,pair,youhappy,RG_congruent
trapeze,,584,0,single,you,RG_congruent
pentagon,,484,1,single,happy,RG_congruent
trapeze,,474,1,single,you,RG_congruent
trapeze,,361,1,single,you,RG_congruent
trapeze,pentagon,491,1,pair,youhappy,RG_congruent
trapeze,,387,1,single,you,RG_congruent
kite,square,485,1,pair,friendneutral,RG_congruent
kite,,456,1,single,neutral,RG_congruent
square,kite,364,1,pair,friendneutral,RG_congruent
kite,,427,1,single,neutral,RG_congruent
trapeze,,488,1,single,you,RG_congruent
pentagon,,1075,1,single,happy,RG_congruent
pentagon,,566,0,single,happy,RG_congruent
kite,square,548,1,pair,friendneutral,RG_congruent
square,kite,456,1,pair,friendneutral,RG_congruent
pentagon,,719,1,single,happy,RG_congruent
square,kite,540,1,pair,friendneutral,RG_congruent
pentagon,,609,1,single,happy,RG_congruent
trapeze,,577,0,single,you,RG_congruent
kite,,608,1,single,neutral,RG_congruent
square,,432,0,single,friend,RG_congruent
kite,,532,1,single,neutral,RG_congruent
pentagon,trapeze,501,1,pair,youhappy,RG_congruent
pentagon,,454,1,single,happy,RG_congruent
kite,,558,1,single,neutral,RG_congruent
pentagon,,631,0,single,happy,RG_congruent
square,kite,547,1,pair,friendneutral,RG_congruent
pentagon,trapeze,481,1,pair,youhappy,RG_congruent
square,,452,1,single,friend,RG_congruent
pentagon,trapeze,489,1,pair,youhappy,RG_congruent
square,,395,1,single,friend,RG_congruent
trapeze,pentagon,609,1,pair,youhappy,RG_congruent
trapeze,pentagon,612,1,pair,youhappy,RG_congruent
kite,,485,1,single,neutral,RG_congruent
square,,412,0,single,friend,RG_congruent
square,,684,1,single,friend,RG_congruent
trapeze,pentagon,448,1,pair,youhappy,RG_congruent
square,kite,552,1,pair,friendneutral,RG_congruent
trapeze,pentagon,479,1,pair,youhappy,RG_congruent
kite,,465,1,single,neutral,RG_congruent
kite,square,334,0,pair,friendneutral,RG_congruent
kite,,447,1,single,neutral,RG_congruent
kite,square,401,1,pair,friendneutral,RG_congruent
pentagon,,425,1,single,happy,RG_congruent
square,,472,1,single,friend,RG_congruent
pentagon,,483,1,single,happy,RG_congruent
trapeze,,379,0,single,you,RG_congruent
square,,595,1,single,friend,RG_congruent
trapeze,,1066,1,single,you,RG_congruent
kite,,448,1,single,neutral,RG_congruent
pentagon,trapeze,442,0,pair,youhappy,RG_congruent
pentagon,,387,1,single,happy,RG_congruent
pentagon,,417,1,single,happy,RG_congruent
trapeze,,357,0,single,you,RG_congruent
square,kite,498,1,pair,friendneutral,RG_congruent
square,,307,0,single,friend,RG_congruent
kite,,415,0,single,neutral,RG_congruent
square,,397,0,single,friend,RG_congruent
trapeze,,715,0,single,you,RG_congruent
trapeze,pentagon,457,1,pair,youhappy,RG_congruent
square,,385,1,single,friend,RG_congruent
square,,425,1,single,friend,RG_congruent
kite,,358,0,single,neutral,RG_congruent
kite,square,386,0,pair,friendneutral,RG_congruent
pentagon,,365,0,single,happy,RG_congruent
trapeze,,439,1,single,you,RG_congruent
trapeze,,349,1,single,you,RG_congruent
square,kite,393,1,pair,friendneutral,RG_congruent
pentagon,trapeze,682,1,pair,youhappy,RG_congruent
pentagon,,522,0,single,happy,RG_congruent
pentagon,trapeze,772,1,pair,youhappy,RG_congruent
kite,,469,1,single,neutral,RG_congruent
square,,595,1,single,friend,RG_congruent
pentagon,,436,1,single,happy,RG_congruent
pentagon,trapeze,704,1,pair,youhappy,RG_congruent
square,kite,443,1,pair,friendneutral,RG_congruent
kite,,684,0,single,neutral,RG_congruent
square,,626,1,single,friend,RG_congruent
square,,314,1,single,friend,RG_congruent
kite,,679,1,single,neutral,RG_congruent
trapeze,pentagon,848,1,pair,youhappy,RG_congruent
pentagon,trapeze,969,1,pair,youhappy,RG_congruent
trapeze,pentagon,426,1,pair,youhappy,RG_congruent
kite,square,465,1,pair,friendneutral,RG_congruent
trapeze,,540,1,single,you,RG_congruent
square,,341,0,single,friend,RG_congruent
trapeze,,491,1,single,you,RG_congruent
trapeze,,497,1,single,you,RG_congruent
trapeze,,480,1,single,you,RG_congruent
kite,square,492,1,pair,friendneutral,RG_congruent
pentagon,,655,1,single,happy,RG_congruent
kite,,483,1,single,neutral,RG_congruent
pentagon,,485,1,single,happy,RG_congruent
kite,square,479,1,pair,friendneutral,RG_congruent
pentagon,,526,0,single,happy,RG_congruent
pentagon,,463,1,single,happy,RG_congruent
kite,,395,1,single,neutral,RG_congruent
trapeze,pentagon,411,1,pair,youhappy,RG_congruent
trapeze,pentagon,365,1,pair,youhappy,RG_congruent
square,kite,352,0,pair,friendneutral,RG_congruent
pentagon,,463,0,single,happy,RG_congruent
kite,,470,1,single,neutral,RG_congruent
kite,square,660,1,pair,friendneutral,RG_congruent
trapeze,,479,1,single,you,RG_congruent
kite,,386,1,single,neutral,RG_congruent
square,,397,0,single,friend,RG_congruent
square,,481,1,single,friend,RG_congruent
square,kite,425,1,pair,friendneutral,RG_congruent
diamond,triangle,702,1,pair,friendneutral,RG_congruent
triangle,,426,1,single,friend,RG_congruent
triangle,,424,1,single,friend,RG_congruent
octagon,,481,1,single,happy,RG_congruent
triangle,,483,1,single,friend,RG_congruent
rhomboid,,384,1,single,you,RG_congruent
octagon,rhomboid,518,1,pair,youhappy,RG_congruent
rhomboid,octagon,577,1,pair,youhappy,RG_congruent
triangle,,525,1,single,friend,RG_congruent
diamond,,460,1,single,neutral,RG_congruent
rhomboid,,526,1,single,you,RG_congruent
rhomboid,,617,1,single,you,RG_congruent
octagon,rhomboid,446,1,pair,youhappy,RG_congruent
rhomboid,,388,1,single,you,RG_congruent
octagon,rhomboid,436,1,pair,youhappy,RG_congruent
octagon,,579,1,single,happy,RG_congruent
rhomboid,,555,1,single,you,RG_congruent
rhomboid,,438,1,single,you,RG_congruent
diamond,,415,1,single,neutral,RG_congruent
triangle,diamond,771,1,pair,friendneutral,RG_congruent
rhomboid,,516,1,single,you,RG_congruent
triangle,diamond,651,1,pair,friendneutral,RG_congruent
rhomboid,octagon,465,1,pair,youhappy,RG_congruent
triangle,diamond,564,1,pair,friendneutral,RG_congruent
diamond,triangle,578,1,pair,friendneutral,RG_congruent
diamond,triangle,485,1,pair,friendneutral,RG_congruent
octagon,,624,1,single,happy,RG_congruent
triangle,,425,1,single,friend,RG_congruent
octagon,,537,1,single,happy,RG_congruent
triangle,diamond,1002,1,pair,friendneutral,RG_congruent
diamond,,579,1,single,neutral,RG_congruent
diamond,,481,1,single,neutral,RG_congruent
octagon,rhomboid,455,1,pair,youhappy,RG_congruent
diamond,,450,1,single,neutral,RG_congruent
rhomboid,octagon,682,1,pair,youhappy,RG_congruent
octagon,,517,1,single,happy,RG_congruent
rhomboid,,498,1,single,you,RG_congruent
octagon,,612,0,single,happy,RG_congruent
diamond,,645,1,single,neutral,RG_congruent
diamond,,532,1,single,neutral,RG_congruent
octagon,,555,1,single,happy,RG_congruent
rhomboid,octagon,516,1,pair,youhappy,RG_congruent
octagon,,508,1,single,happy,RG_congruent
diamond,triangle,523,1,pair,friendneutral,RG_congruent
diamond,,594,1,single,neutral,RG_congruent
triangle,,552,1,single,friend,RG_congruent
rhomboid,,478,1,single,you,RG_congruent
triangle,,579,1,single,friend,RG_congruent
octagon,,529,1,single,happy,RG_congruent
rhomboid,octagon,460,1,pair,youhappy,RG_congruent
diamond,,488,1,single,neutral,RG_congruent
diamond,triangle,531,1,pair,friendneutral,RG_congruent
diamond,,509,1,single,neutral,RG_congruent
triangle,diamond,523,1,pair,friendneutral,RG_congruent
triangle,,483,1,single,friend,RG_congruent
octagon,rhomboid,417,1,pair,youhappy,RG_congruent
triangle,,467,1,single,friend,RG_congruent
triangle,,463,1,single,friend,RG_congruent
rhomboid,,730,1,single,you,RG_congruent
octagon,,466,1,single,happy,RG_congruent
diamond,,533,1,single,neutral,RG_congruent
rhomboid,,439,1,single,you,RG_congruent
octagon,rhomboid,528,1,pair,youhappy,RG_congruent
diamond,triangle,479,1,pair,friendneutral,RG_congruent
rhomboid,octagon,502,1,pair,youhappy,RG_congruent
octagon,,696,0,single,happy,RG_congruent
octagon,rhomboid,597,1,pair,youhappy,RG_congruent
diamond,triangle,502,1,pair,friendneutral,RG_congruent
rhomboid,,423,1,single,you,RG_congruent
diamond,,501,1,single,neutral,RG_congruent
triangle,,406,0,single,friend,RG_congruent
diamond,,476,1,single,neutral,RG_congruent
octagon,rhomboid,485,1,pair,youhappy,RG_congruent
triangle,,496,1,single,friend,RG_congruent
diamond,triangle,567,1,pair,friendneutral,RG_congruent
rhomboid,octagon,480,1,pair,youhappy,RG_congruent
triangle,,473,1,single,friend,RG_congruent
triangle,diamond,563,1,pair,friendneutral,RG_congruent
rhomboid,,515,1,single,you,RG_congruent
triangle,,624,1,single,friend,RG_congruent
triangle,diamond,793,1,pair,friendneutral,RG_congruent
octagon,,401,1,single,happy,RG_congruent
octagon,,446,1,single,happy,RG_congruent
diamond,triangle,418,1,pair,friendneutral,RG_congruent
triangle,,565,1,single,friend,RG_congruent
triangle,diamond,484,1,pair,friendneutral,RG_congruent
diamond,,609,1,single,neutral,RG_congruent
triangle,,709,1,single,friend,RG_congruent
triangle,,469,1,single,friend,RG_congruent
octagon,,508,1,single,happy,RG_congruent
rhomboid,octagon,514,1,pair,youhappy,RG_congruent
rhomboid,,479,1,single,you,RG_congruent
triangle,,478,1,single,friend,RG_congruent
octagon,,690,1,single,happy,RG_congruent
rhomboid,,531,1,single,you,RG_congruent
rhomboid,,685,0,single,you,RG_congruent
rhomboid,,511,1,single,you,RG_congruent
diamond,,618,1,single,neutral,RG_congruent
diamond,,612,1,single,neutral,RG_congruent
triangle,,712,1,single,friend,RG_congruent
rhomboid,,695,1,single,you,RG_congruent
diamond,,805,1,single,neutral,RG_congruent
triangle,,585,1,single,friend,RG_congruent
octagon,rhomboid,462,1,pair,youhappy,RG_congruent
diamond,,645,1,single,neutral,RG_congruent
octagon,,495,1,single,happy,RG_congruent
octagon,,495,1,single,happy,RG_congruent
octagon,,504,1,single,happy,RG_congruent
rhomboid,octagon,452,1,pair,youhappy,RG_congruent
octagon,rhomboid,414,1,pair,youhappy,RG_congruent
rhomboid,,482,1,single,you,RG_congruent
diamond,triangle,437,1,pair,friendneutral,RG_congruent
rhomboid,,494,1,single,you,RG_congruent
rhomboid,octagon,589,0,pair,youhappy,RG_congruent
octagon,,441,1,single,happy,RG_congruent
diamond,,577,1,single,neutral,RG_congruent
diamond,,555,1,single,neutral,RG_congruent
triangle,diamond,885,1,pair,friendneutral,RG_congruent
triangle,diamond,548,1,pair,friendneutral,RG_congruent
octagon,,547,1,single,happy,RG_congruent
diamond,,616,1,single,neutral,RG_congruent
diamond,,486,1,single,neutral,RG_congruent
rhomboid,octagon,437,1,pair,youhappy,RG_congruent
rhomboid,octagon,511,1,pair,youhappy,RG_congruent
diamond,,577,1,single,neutral,RG_congruent
diamond,triangle,620,1,pair,friendneutral,RG_congruent
rhomboid,,378,1,single,you,RG_congruent
rhomboid,octagon,560,1,pair,youhappy,RG_congruent
diamond,,465,1,single,neutral,RG_congruent
triangle,,495,1,single,friend,RG_congruent
rhomboid,,473,1,single,you,RG_congruent
rhomboid,,453,1,single,you,RG_congruent
diamond,,474,1,single,neutral,RG_congruent
diamond,,453,1,single,neutral,RG_congruent
octagon,,462,1,single,happy,RG_congruent
octagon,,518,1,single,happy,RG_congruent
triangle,,589,1,single,friend,RG_congruent
triangle,,597,1,single,friend,RG_congruent
diamond,triangle,557,1,pair,friendneutral,RG_congruent
octagon,rhomboid,411,1,pair,youhappy,RG_congruent
triangle,,442,1,single,friend,RG_congruent
octagon,rhomboid,459,1,pair,youhappy,RG_congruent
rhomboid,,464,1,single,you,RG_congruent
rhomboid,octagon,573,1,pair,youhappy,RG_congruent
diamond,,493,1,single,neutral,RG_congruent
rhomboid,,533,1,single,you,RG_congruent
rhomboid,octagon,426,0,pair,youhappy,RG_congruent
diamond,,547,1,single,neutral,RG_congruent
octagon,rhomboid,505,1,pair,youhappy,RG_congruent
diamond,,570,1,single,neutral,RG_congruent
octagon,,519,1,single,happy,RG_congruent
octagon,,632,1,single,happy,RG_congruent
rhomboid,,595,1,single,you,RG_congruent
triangle,,467,1,single,friend,RG_congruent
triangle,,714,1,single,friend,RG_congruent
triangle,,705,1,single,friend,RG_congruent
octagon,,670,1,single,happy,RG_congruent
triangle,diamond,497,1,pair,friendneutral,RG_congruent
triangle,diamond,706,1,pair,friendneutral,RG_congruent
diamond,triangle,510,1,pair,friendneutral,RG_congruent
octagon,,480,1,single,happy,RG_congruent
octagon,,616,1,single,happy,RG_congruent
octagon,,839,1,single,happy,RG_congruent
triangle,diamond,435,1,pair,friendneutral,RG_congruent
triangle,,773,1,single,friend,RG_congruent
rhomboid,,659,1,single,you,RG_congruent
triangle,diamond,541,1,pair,friendneutral,RG_congruent
triangle,diamond,505,1,pair,friendneutral,RG_congruent
diamond,triangle,582,1,pair,friendneutral,RG_congruent
octagon,,472,1,single,happy,RG_congruent
rhomboid,,479,1,single,you,RG_congruent
rhomboid,,517,1,single,you,RG_congruent
octagon,rhomboid,531,1,pair,youhappy,RG_congruent
triangle,,418,1,single,friend,RG_congruent
triangle,,516,1,single,friend,RG_congruent
rhomboid,,417,1,single,you,RG_congruent
diamond,triangle,709,1,pair,friendneutral,RG_congruent
octagon,rhomboid,532,1,pair,youhappy,RG_congruent
octagon,,717,0,single,happy,RG_congruent
diamond,,491,1,single,neutral,RG_congruent
square,kite,776,1,pair,youneutral,RG_incongruent
kite,,729,1,single,neutral,RG_incongruent
square,,635,1,single,you,RG_incongruent
trapeze,,578,1,single,friend,RG_incongruent
kite,,702,1,single,neutral,RG_incongruent
pentagon,,635,1,single,happy,RG_incongruent
pentagon,,648,1,single,happy,RG_incongruent
pentagon,trapeze,884,0,pair,friendhappy,RG_incongruent
pentagon,,699,1,single,happy,RG_incongruent
pentagon,,538,1,single,happy,RG_incongruent
kite,square,642,1,pair,youneutral,RG_incongruent
square,,657,1,single,you,RG_incongruent
trapeze,,747,1,single,friend,RG_incongruent
square,,676,1,single,you,RG_incongruent
square,,862,1,single,you,RG_incongruent
pentagon,trapeze,1281,1,pair,friendhappy,RG_incongruent
square,,594,1,single,you,RG_incongruent
trapeze,,620,1,single,friend,RG_incongruent
square,,533,1,single,you,RG_incongruent
kite,square,966,1,pair,youneutral,RG_incongruent
kite,,547,1,single,neutral,RG_incongruent
square,,510,0,single,you,RG_incongruent
trapeze,,550,1,single,friend,RG_incongruent
pentagon,,436,0,single,happy,RG_incongruent
pentagon,trapeze,516,0,pair,friendhappy,RG_incongruent
kite,,802,1,single,neutral,RG_incongruent
trapeze,,493,1,single,friend,RG_incongruent
pentagon,,828,1,single,happy,RG_incongruent
kite,square,883,1,pair,youneutral,RG_incongruent
square,,638,1,single,you,RG_incongruent
kite,,836,1,single,neutral,RG_incongruent
square,kite,703,1,pair,youneutral,RG_incongruent
kite,,484,1,single,neutral,RG_incongruent
trapeze,pentagon,652,1,pair,friendhappy,RG_incongruent
square,kite,715,1,pair,youneutral,RG_incongruent
trapeze,pentagon,1050,0,pair,friendhappy,RG_incongruent
pentagon,,612,1,single,happy,RG_incongruent
trapeze,,533,1,single,friend,RG_incongruent
square,kite,689,1,pair,youneutral,RG_incongruent
trapeze,,1004,1,single,friend,RG_incongruent
square,,582,1,single,you,RG_incongruent
trapeze,pentagon,683,1,pair,friendhappy,RG_incongruent
kite,,780,1,single,neutral,RG_incongruent
trapeze,,640,1,single,friend,RG_incongruent
trapeze,,1114,1,single,friend,RG_incongruent
kite,square,606,1,pair,youneutral,RG_incongruent
kite,,559,1,single,neutral,RG_incongruent
square,,773,1,single,you,RG_incongruent
square,kite,757,1,pair,youneutral,RG_incongruent
kite,,844,1,single,neutral,RG_incongruent
pentagon,,1652,0,single,happy,RG_incongruent
pentagon,,1646,0,single,happy,RG_incongruent
trapeze,pentagon,490,1,pair,friendhappy,RG_incongruent
trapeze,,573,1,single,friend,RG_incongruent
kite,,544,1,single,neutral,RG_incongruent
kite,square,575,1,pair,youneutral,RG_incongruent
pentagon,trapeze,689,1,pair,friendhappy,RG_incongruent
pentagon,trapeze,497,1,pair,friendhappy,RG_incongruent
trapeze,pentagon,484,1,pair,friendhappy,RG_incongruent
pentagon,,667,1,single,happy,RG_incongruent
square,,541,1,single,you,RG_incongruent
kite,,517,1,single,neutral,RG_incongruent
kite,square,464,1,pair,youneutral,RG_incongruent
trapeze,pentagon,553,1,pair,friendhappy,RG_incongruent
trapeze,,443,1,single,friend,RG_incongruent
trapeze,,443,1,single,friend,RG_incongruent
pentagon,,447,1,single,happy,RG_incongruent
kite,,663,1,single,neutral,RG_incongruent
trapeze,,595,1,single,friend,RG_incongruent
kite,,670,1,single,neutral,RG_incongruent
square,,610,1,single,you,RG_incongruent
trapeze,pentagon,773,1,pair,friendhappy,RG_incongruent
kite,,612,1,single,neutral,RG_incongruent
trapeze,,558,1,single,friend,RG_incongruent
trapeze,,537,1,single,friend,RG_incongruent
square,,962,1,single,you,RG_incongruent
pentagon,,514,1,single,happy,RG_incongruent
kite,,611,1,single,neutral,RG_incongruent
square,kite,505,1,pair,youneutral,RG_incongruent
kite,,515,1,single,neutral,RG_incongruent
kite,,482,1,single,neutral,RG_incongruent
trapeze,,536,1,single,friend,RG_incongruent
trapeze,pentagon,959,1,pair,friendhappy,RG_incongruent
square,,579,1,single,you,RG_incongruent
square,,976,1,single,you,RG_incongruent
pentagon,,867,1,single,happy,RG_incongruent
kite,square,623,1,pair,youneutral,RG_incongruent
pentagon,trapeze,650,1,pair,friendhappy,RG_incongruent
pentagon,trapeze,894,1,pair,friendhappy,RG_incongruent
square,kite,807,0,pair,youneutral,RG_incongruent
kite,,557,1,single,neutral,RG_incongruent
square,,809,1,single,you,RG_incongruent
pentagon,,1104,1,single,happy,RG_incongruent
pentagon,,512,1,single,happy,RG_incongruent
pentagon,,431,1,single,happy,RG_incongruent
square,kite,609,1,pair,youneutral,RG_incongruent
square,,1245,1,single,you,RG_incongruent
pentagon,,534,1,single,happy,RG_incongruent
trapeze,,526,1,single,friend,RG_incongruent
square,,618,1,single,you,RG_incongruent
pentagon,trapeze,1465,1,pair,friendhappy,RG_incongruent
pentagon,trapeze,739,1,pair,friendhappy,RG_incongruent
kite,,649,1,single,neutral,RG_incongruent
pentagon,trapeze,540,1,pair,friendhappy,RG_incongruent
trapeze,pentagon,534,1,pair,friendhappy,RG_incongruent
trapeze,,594,1,single,friend,RG_incongruent
kite,square,518,1,pair,youneutral,RG_incongruent
pentagon,,542,1,single,happy,RG_incongruent
trapeze,pentagon,841,1,pair,friendhappy,RG_incongruent
square,kite,748,1,pair,youneutral,RG_incongruent
square,,657,1,single,you,RG_incongruent
square,,486,1,single,you,RG_incongruent
kite,square,555,1,pair,youneutral,RG_incongruent
trapeze,,552,1,single,friend,RG_incongruent
kite,square,567,1,pair,youneutral,RG_incongruent
pentagon,,1091,0,single,happy,RG_incongruent
pentagon,,650,1,single,happy,RG_incongruent
trapeze,,475,1,single,friend,RG_incongruent
kite,,596,1,single,neutral,RG_incongruent
square,kite,600,1,pair,youneutral,RG_incongruent
trapeze,pentagon,512,1,pair,friendhappy,RG_incongruent
trapeze,,471,1,single,friend,RG_incongruent
pentagon,trapeze,383,1,pair,friendhappy,RG_incongruent
square,,473,1,single,you,RG_incongruent
kite,,570,1,single,neutral,RG_incongruent
square,,578,0,single,you,RG_incongruent
square,,537,1,single,you,RG_incongruent
trapeze,,906,1,single,friend,RG_incongruent
pentagon,,783,0,single,happy,RG_incongruent
kite,,528,1,single,neutral,RG_incongruent
square,,546,1,single,you,RG_incongruent
square,kite,483,1,pair,youneutral,RG_incongruent
trapeze,,569,1,single,friend,RG_incongruent
kite,square,499,1,pair,youneutral,RG_incongruent
trapeze,,568,1,single,friend,RG_incongruent
kite,,547,1,single,neutral,RG_incongruent
square,,619,1,single,you,RG_incongruent
pentagon,,678,0,single,happy,RG_incongruent
square,,583,1,single,you,RG_incongruent
pentagon,trapeze,578,1,pair,friendhappy,RG_incongruent
trapeze,,622,1,single,friend,RG_incongruent
kite,,977,1,single,neutral,RG_incongruent
kite,,1651,0,single,neutral,RG_incongruent
square,,685,1,single,you,RG_incongruent
square,kite,539,1,pair,youneutral,RG_incongruent
trapeze,,1646,0,single,friend,RG_incongruent
pentagon,,520,1,single,happy,RG_incongruent
pentagon,trapeze,838,1,pair,friendhappy,RG_incongruent
trapeze,pentagon,508,1,pair,friendhappy,RG_incongruent
square,kite,449,0,pair,youneutral,RG_incongruent
pentagon,trapeze,44,0,pair,friendhappy,RG_incongruent
kite,square,574,1,pair,youneutral,RG_incongruent
pentagon,,625,1,single,happy,RG_incongruent
square,,665,1,single,you,RG_incongruent
square,kite,760,1,pair,youneutral,RG_incongruent
kite,,562,1,single,neutral,RG_incongruent
trapeze,,541,1,single,friend,RG_incongruent
square,,592,1,single,you,RG_incongruent
pentagon,,576,1,single,happy,RG_incongruent
trapeze,,383,0,single,friend,RG_incongruent
trapeze,,635,1,single,friend,RG_incongruent
kite,,1511,0,single,neutral,RG_incongruent
square,kite,590,1,pair,youneutral,RG_incongruent
pentagon,,624,0,single,happy,RG_incongruent
pentagon,,510,1,single,happy,RG_incongruent
trapeze,,477,1,single,friend,RG_incongruent
kite,,596,0,single,neutral,RG_incongruent
trapeze,pentagon,504,1,pair,friendhappy,RG_incongruent
pentagon,,766,1,single,happy,RG_incongruent
trapeze,pentagon,490,1,pair,friendhappy,RG_incongruent
kite,square,609,1,pair,youneutral,RG_incongruent
square,,838,0,single,you,RG_incongruent
trapeze,pentagon,468,0,pair,friendhappy,RG_incongruent
pentagon,,450,1,single,happy,RG_incongruent
kite,,504,1,single,neutral,RG_incongruent
kite,square,1027,1,pair,youneutral,RG_incongruent
kite,square,670,0,pair,youneutral,RG_incongruent
pentagon,trapeze,534,1,pair,friendhappy,RG_incongruent
pentagon,,730,0,single,happy,RG_incongruent
kite,,804,0,single,neutral,RG_incongruent
kite,,626,1,single,friend,RG_incongruent
kite,square,855,1,pair,friendhappy,RG_incongruent
trapeze,pentagon,448,1,pair,youneutral,RG_incongruent
trapeze,,492,1,single,neutral,RG_incongruent
trapeze,,358,1,single,neutral,RG_incongruent
kite,,590,1,single,friend,RG_incongruent
square,kite,700,1,pair,friendhappy,RG_incongruent
square,,667,1,single,happy,RG_incongruent
kite,,645,1,single,friend,RG_incongruent
square,,507,1,single,happy,RG_incongruent
pentagon,,561,1,single,you,RG_incongruent
kite,,557,1,single,friend,RG_incongruent
square,kite,637,1,pair,friendhappy,RG_incongruent
pentagon,trapeze,710,1,pair,youneutral,RG_incongruent
pentagon,trapeze,557,0,pair,youneutral,RG_incongruent
trapeze,pentagon,671,0,pair,youneutral,RG_incongruent
kite,,652,1,single,friend,RG_incongruent
pentagon,,601,1,single,you,RG_incongruent
kite,square,642,1,pair,friendhappy,RG_incongruent
